num_timely_payments,num_delayed_payments,num_defaults,payment_history_months,credit_utilization_ratio,credit_limit_total,outstanding_balance,num_credit_cards,credit_history_years,age_oldest_account_years,avg_account_age_years,num_bank_accounts,num_loans,has_mortgage,has_auto_loan,loan_types_count,num_credit_inquiries_6m,num_new_accounts_12m,months_since_last_inquiry,age,monthly_income,employment_length_years,total_debt,debt_to_income_ratio,payment_consistency_score,income_stability_score,cibil_score,score_category
30,23,5,77,97.71086156138713,252210,246436,1,8,6,3,3,7,0,0,1,11,5,24,37,114657,3,374635,300.0,55.55555555555556,8.108108108108109,421,Poor
57,12,0,246,63.4080870508855,415588,263516,2,14,13,7,4,6,0,1,2,7,4,29,52,143459,11,483252,300.0,81.42857142857143,21.153846153846153,614,Fair
29,18,3,193,55.97464349940812,285237,159660,1,11,9,8,2,7,0,0,1,10,5,19,32,107240,5,223426,208.34203655352482,60.416666666666664,15.625,503,Poor
80,4,1,279,24.61233768450601,431788,106273,4,14,13,6,6,4,1,0,2,3,1,53,51,130055,20,160788,123.6307715966322,94.11764705882352,39.21568627450981,828,Excellent
41,18,0,189,55.60074414986995,352216,195834,1,9,7,6,2,1,0,0,1,7,5,33,48,89716,8,339982,300.0,68.33333333333333,16.666666666666664,589,Fair
38,23,2,181,66.79933525890958,271155,181129,1,10,7,7,2,5,0,0,1,12,5,30,33,127270,7,328876,258.4081087451874,61.29032258064516,21.21212121212121,476,Poor
62,9,1,225,13.305181360784825,542252,72147,3,10,6,5,3,2,1,0,2,5,1,33,56,168499,13,65375,38.7984498424323,86.11111111111111,23.214285714285715,702,Good
29,19,2,120,70.23811227858488,65874,46268,1,10,6,6,3,1,0,0,1,9,3,31,49,85041,6,52767,62.04889406286379,59.183673469387756,12.244897959183673,526,Poor
74,3,0,315,30.155468952476305,395369,119225,5,16,11,6,5,2,1,0,2,5,2,45,58,141518,19,201725,142.54370468774292,94.87179487179486,32.758620689655174,804,Excellent
30,18,3,128,65.83335359906901,143351,94372,1,12,7,5,4,2,0,0,1,12,4,24,40,150182,11,93400,62.191208000958845,61.224489795918366,27.500000000000004,530,Poor
46,13,0,170,42.76215230967322,298843,127791,2,6,4,3,2,5,0,0,1,7,3,28,37,121828,15,192914,158.3494763108645,76.66666666666667,40.54054054054054,598,Fair
25,19,2,137,62.138934837821324,401432,249445,1,8,6,6,3,7,0,0,1,12,5,16,27,73991,9,421373,300.0,55.55555555555556,33.33333333333333,421,Poor
42,16,0,230,59.52571290350434,130150,77472,4,6,3,3,3,2,0,0,1,10,4,30,35,90024,12,142547,158.3433306673776,71.1864406779661,34.285714285714285,581,Fair
69,15,0,221,33.81578534122353,506446,171258,5,14,10,8,5,3,1,1,3,6,4,26,57,99616,15,203452,204.2362672663026,81.17647058823529,26.31578947368421,674,Good
61,9,1,240,36.374212093313965,280776,102130,4,10,6,7,5,3,0,1,2,7,2,39,53,90167,15,169010,187.4410815486819,85.91549295774648,28.30188679245283,681,Good
25,19,4,174,69.57155588131216,343072,238680,2,13,11,9,2,3,0,0,1,13,5,21,36,99629,4,282250,283.3010468839394,55.55555555555556,11.11111111111111,498,Poor
41,19,4,144,76.74278978177685,248492,190699,2,11,8,8,3,5,0,0,1,10,4,26,49,105226,8,208898,198.52317868207476,67.21311475409836,16.3265306122449,504,Poor
69,9,1,278,36.638106844423106,314228,115127,5,14,12,8,5,6,0,1,2,6,4,41,55,178762,17,149115,83.41537910741657,87.34177215189874,30.909090909090907,689,Good
94,10,0,327,16.70665635065062,387098,64671,3,14,11,6,6,1,1,1,3,4,2,43,50,126996,12,123633,97.35188509874327,89.52380952380953,24.0,806,Excellent
11,25,4,66,77.75037850391222,413075,321167,3,9,8,5,2,7,0,0,1,13,6,25,31,38465,7,360593,300.0,29.72972972972973,22.58064516129032,429,Poor
55,19,2,207,52.106162769135665,139368,72619,3,11,10,6,3,2,0,0,1,11,5,20,51,139714,9,133235,95.36266945331177,73.33333333333333,17.647058823529413,570,Fair
39,18,2,146,74.08705888067111,113589,84154,4,10,8,7,4,2,0,0,1,12,4,23,46,84054,5,110328,131.25847669355414,67.24137931034483,10.869565217391305,485,Poor
71,12,1,217,14.475980945023839,357552,51759,2,14,10,7,4,7,1,1,3,8,3,42,47,98458,16,45654,46.369010136301775,84.52380952380952,34.04255319148936,699,Good
14,21,5,80,95.92844678760147,184720,177199,0,9,8,5,2,0,0,0,0,14,5,5,26,30974,10,297406,300.0,38.88888888888889,38.46153846153847,378,Poor
30,20,2,165,57.42007385543959,123690,71022,3,11,7,6,4,3,0,0,1,12,5,21,47,77567,6,57642,74.3125298129359,58.82352941176471,12.76595744680851,511,Poor
81,8,1,237,23.23883050887126,387293,90002,5,19,16,11,4,0,0,1,1,6,1,34,49,117172,15,144621,123.42624517802886,90.0,30.612244897959183,730,Good
11,26,3,118,91.40220591160625,264050,241347,1,0,0,0,2,3,0,0,1,15,7,9,27,55451,5,380201,300.0,28.947368421052634,18.51851851851852,379,Poor
57,14,0,144,42.89503332736463,198141,84992,3,8,7,5,4,2,0,0,1,10,4,21,50,139306,10,75057,53.87922989677401,79.16666666666666,20.0,582,Fair
54,11,0,253,53.51776495190902,468483,250721,3,14,8,9,5,4,0,0,1,9,3,35,37,168467,14,422920,251.04026307822895,81.81818181818183,37.83783783783784,617,Fair
32,17,5,158,53.60742514177815,236814,126949,2,11,10,4,3,5,0,0,1,10,6,19,35,111585,11,199747,179.0088273513465,64.0,31.428571428571427,489,Poor
35,16,3,102,72.97900522125501,112834,82345,1,6,5,2,2,1,0,0,1,12,6,19,44,64653,7,145148,224.50311663805235,67.3076923076923,15.909090909090908,498,Poor
61,15,1,221,54.35651294485275,273854,148857,2,10,6,4,4,4,0,0,1,6,3,39,50,118118,8,229603,194.38442913019185,79.22077922077922,16.0,626,Fair
36,23,5,175,79.14857383801848,152406,120627,4,9,6,4,3,3,0,0,1,11,5,30,45,142127,11,106136,74.67687350046086,60.0,24.444444444444443,473,Poor
60,11,1,247,58.46708937377288,220479,128907,2,7,4,2,5,3,0,1,2,8,2,26,39,127171,10,221131,173.88476932634012,83.33333333333334,25.64102564102564,615,Fair
77,10,0,288,31.008488828674313,550794,170792,3,12,10,6,4,7,1,0,2,7,2,37,50,151190,16,229616,151.87247833851444,87.5,32.0,718,Good
61,8,2,227,48.42400854798547,197545,95659,4,17,15,8,3,3,1,0,2,7,2,38,55,114680,17,109349,95.35141262643879,87.14285714285714,30.909090909090907,697,Good
39,15,3,135,55.00874420397369,320668,176395,3,11,9,7,4,0,0,0,0,12,4,24,37,119113,6,200865,168.63398621477083,70.9090909090909,16.216216216216218,506,Poor
9,27,4,120,81.6670015559364,387686,316611,1,5,4,3,2,6,0,0,1,12,6,19,33,126037,4,300291,238.25622634623164,24.324324324324326,12.121212121212121,382,Poor
33,21,3,145,80.5934958070172,154056,124159,1,4,2,2,3,6,0,0,1,9,5,28,39,118842,6,113344,95.37368943639454,60.0,15.384615384615385,526,Poor
36,23,4,105,82.89078259413603,320409,265589,2,9,5,4,4,6,0,0,1,12,5,11,40,50173,6,247802,300.0,60.0,15.0,472,Poor
56,14,0,247,58.704883316895156,170177,99902,4,16,11,9,4,2,0,1,2,8,2,24,42,147538,7,185660,125.83876696173189,78.87323943661971,16.666666666666664,606,Fair
58,14,2,205,55.61505712962168,230946,128440,5,17,14,7,4,3,0,1,2,9,3,38,42,115669,10,176195,152.32689830464514,79.45205479452055,23.809523809523807,617,Fair
22,24,3,70,69.75295363897757,83265,58079,0,1,0,0,3,0,0,0,0,14,6,19,36,76460,4,74580,97.54119801203244,46.808510638297875,11.11111111111111,388,Poor
21,20,2,79,100.0,106450,106450,2,3,2,1,2,1,0,0,1,15,6,17,36,126282,11,110478,87.48515227823442,50.0,30.555555555555557,397,Poor
36,18,3,179,60.36615863532741,437038,263823,3,11,10,4,3,0,0,0,0,12,5,27,36,89427,12,352233,300.0,65.45454545454545,33.33333333333333,488,Poor
55,15,2,242,38.10825630661854,294256,112135,1,13,8,7,3,7,0,0,1,10,3,26,52,125052,7,183400,146.65898986021816,77.46478873239437,13.461538461538462,586,Fair
35,17,3,119,49.57834376411097,371457,184162,1,11,9,7,3,6,0,0,1,13,6,14,35,128470,6,208323,162.15692379543862,66.0377358490566,17.142857142857142,487,Poor
39,16,0,167,47.63686258999704,482607,229898,4,9,8,4,4,5,0,0,1,9,3,30,51,118458,16,454803,300.0,69.64285714285714,31.372549019607842,587,Fair
41,20,4,178,69.23756600272283,106382,73656,4,14,13,7,3,0,0,0,0,10,3,31,36,70018,8,130833,186.8562369676369,66.12903225806451,22.22222222222222,526,Poor
70,12,0,282,30.33819213861158,430920,130733,4,17,13,8,5,4,1,0,2,5,2,36,46,127737,15,155907,122.05312477982105,84.33734939759037,32.608695652173914,692,Good
77,7,0,215,44.18320533081199,548318,242264,5,13,12,7,5,3,1,1,3,5,2,41,46,108330,15,481516,300.0,90.58823529411765,32.608695652173914,709,Good
30,20,5,154,50.7627286440295,66104,33556,1,4,3,2,4,0,0,0,0,12,5,23,36,56588,10,27399,48.41839259206899,58.82352941176471,27.77777777777778,519,Poor
37,18,5,136,57.12223614844739,177997,101675,1,5,3,3,3,0,0,0,0,13,4,28,37,47998,13,188940,300.0,66.07142857142857,35.13513513513514,478,Poor
48,17,2,233,40.986587324805505,362101,148412,2,16,11,12,4,3,0,0,1,10,3,38,45,121448,14,204576,168.44740135695935,72.72727272727273,31.11111111111111,598,Fair
38,20,4,184,45.50441451045715,285997,130141,2,4,2,2,2,6,0,0,1,11,4,28,39,73627,8,127259,172.84284297879853,64.40677966101694,20.51282051282051,520,Poor
55,17,1,239,61.728974530080336,475109,293279,3,12,9,8,5,3,0,0,1,10,3,27,38,109428,13,583089,300.0,75.34246575342466,34.21052631578947,611,Fair
67,11,0,235,19.06464951763065,290458,55374,2,11,8,4,4,5,1,0,2,7,4,38,42,156664,16,50643,32.32586937650003,84.81012658227847,38.095238095238095,698,Good
51,14,0,138,50.03562936669519,333395,166816,2,14,11,7,2,3,0,0,1,8,3,27,38,104722,12,303148,289.4788105651152,77.27272727272727,31.57894736842105,571,Fair
75,13,0,303,27.018936769969475,491388,132767,4,18,13,9,5,3,0,0,1,5,3,42,48,125693,18,191965,152.72529098676935,84.26966292134831,37.5,729,Good
24,16,4,176,58.39592817658044,180536,105425,2,8,6,5,2,3,0,0,1,11,4,23,48,69470,4,194305,279.69627177198794,58.536585365853654,8.333333333333332,486,Poor
41,20,3,173,77.71607364208845,186674,145075,4,12,7,5,3,0,0,0,0,10,3,22,43,98300,7,205379,208.93082400813836,66.12903225806451,16.27906976744186,526,Poor
76,9,1,282,38.597032980535005,262676,101385,4,14,12,8,4,2,1,1,3,5,1,43,46,95031,10,94273,99.20236554387516,88.37209302325581,21.73913043478261,725,Good
35,15,4,153,45.45909552455951,112272,51037,3,11,6,6,4,0,0,0,0,10,3,27,35,143831,8,101118,70.30334211678985,68.62745098039215,22.857142857142858,514,Poor
54,12,0,240,47.54630642860892,134843,64112,3,9,8,5,5,0,0,0,0,10,4,29,50,87756,9,76298,86.94334290532841,80.59701492537313,18.0,600,Fair
41,20,2,144,52.677689309892415,75679,39865,2,11,7,8,3,6,0,0,1,10,6,13,38,98167,5,70937,72.26155429013824,66.12903225806451,13.157894736842104,497,Poor
28,24,3,72,86.89123333263365,280026,243318,0,4,3,1,2,2,0,0,1,15,5,15,26,33468,10,442774,300.0,52.83018867924528,38.46153846153847,412,Poor
82,4,0,289,13.563736838283589,593998,80568,3,19,18,15,5,0,1,1,2,2,2,42,50,198226,14,107713,54.33848233834109,94.25287356321839,28.000000000000004,817,Excellent
38,16,4,119,75.50707554806456,424500,320527,2,9,8,5,4,7,0,0,1,12,3,23,34,111698,14,438820,300.0,69.0909090909091,41.17647058823529,521,Poor
86,4,1,303,22.69918381012573,408798,92793,5,13,7,9,4,2,1,1,3,3,1,41,48,192598,20,95578,49.62564512611761,94.5054945054945,41.66666666666667,808,Excellent
97,3,0,338,24.5745530530046,481147,118239,4,18,12,10,6,0,0,0,0,1,1,43,58,136458,17,112642,82.54701080185845,96.03960396039604,29.310344827586203,829,Excellent
75,11,2,257,48.5532695434333,427196,207417,2,20,16,15,4,2,0,1,2,8,4,30,43,162024,16,212326,131.04601787389524,86.20689655172413,37.2093023255814,699,Good
41,14,0,169,36.558903266239305,395356,144537,2,15,13,7,3,3,0,1,2,9,3,39,45,100487,8,267983,266.6842477136346,73.21428571428571,17.77777777777778,604,Fair
51,12,2,223,50.508978959803876,324179,163739,5,14,12,9,5,1,0,1,2,7,3,33,38,124471,11,316690,254.4287424379976,79.6875,28.947368421052634,617,Fair
77,13,0,244,16.367390491319817,366849,60043,4,19,12,13,5,2,1,0,2,4,2,29,46,156122,13,69181,44.31214050550211,84.61538461538461,28.26086956521739,720,Good
40,18,3,99,58.23394946245955,420162,244676,1,3,2,2,2,5,0,0,1,10,4,18,38,100413,8,226079,225.14913407626503,67.79661016949152,21.052631578947366,489,Poor
41,15,1,144,41.597509388860225,301858,125565,4,8,7,5,2,4,0,0,1,9,3,20,52,159458,16,222132,139.30439363343325,71.9298245614035,30.76923076923077,585,Fair
59,14,2,221,43.62430254075851,151800,66221,3,8,5,3,3,7,0,1,2,9,4,30,47,85968,7,66946,77.87316210683045,79.72972972972973,14.893617021276595,603,Fair
55,18,2,175,64.34808726994152,427157,274867,3,12,7,5,4,3,0,0,1,10,5,28,41,126996,8,324363,255.41198147973162,74.32432432432432,19.51219512195122,583,Fair
40,18,1,223,43.52807199097229,226947,98785,2,11,10,6,4,6,0,0,1,9,3,25,46,77144,11,110899,143.75583324691485,67.79661016949152,23.91304347826087,595,Fair
24,22,5,159,78.3043948192136,204247,159934,4,4,2,2,4,1,0,0,1,10,4,24,46,123210,4,267259,216.91339988637287,51.06382978723404,8.695652173913043,489,Poor
56,18,2,220,28.199063656652875,430427,121376,5,10,7,7,3,6,0,1,2,8,2,33,39,86238,15,172919,200.51369465896704,74.66666666666667,38.46153846153847,611,Fair
80,14,1,260,33.14464564723079,426958,141513,4,18,16,8,4,1,1,0,2,7,1,44,42,134020,16,162908,121.5549917922698,84.21052631578947,38.095238095238095,720,Good
37,18,4,167,59.081407449183544,429053,253490,4,8,6,5,4,5,0,0,1,11,6,13,37,80456,12,356368,300.0,66.07142857142857,32.432432432432435,493,Poor
91,10,0,328,24.341914807305585,458169,111527,5,17,11,8,6,4,0,0,1,4,0,40,53,205466,15,128629,62.603545112086664,89.2156862745098,28.30188679245283,812,Excellent
51,13,1,176,71.81056089764104,339488,243788,2,11,10,5,3,7,0,0,1,8,3,38,35,106904,16,313555,293.3052084112849,78.46153846153847,45.714285714285715,587,Fair
70,13,0,244,32.62494350224675,501451,163598,2,14,10,6,3,3,1,0,2,4,1,30,50,173171,14,225437,130.18172788746384,83.33333333333334,28.000000000000004,712,Good
36,12,0,233,54.98362859802012,421193,231587,1,6,5,3,2,6,0,0,1,9,3,24,34,85670,9,195757,228.50122563324385,73.46938775510205,26.47058823529412,578,Fair
58,14,0,286,54.30997882820389,363633,197489,4,13,11,9,5,4,1,1,3,8,3,33,41,147142,14,242165,164.5791140530916,79.45205479452055,34.146341463414636,688,Good
23,23,2,92,79.53579984138639,94256,74967,2,6,4,4,2,4,0,0,1,15,7,22,40,33038,4,100844,300.0,48.93617021276596,10.0,389,Poor
61,6,1,261,24.184948000478375,557791,134901,5,13,10,7,3,1,1,1,3,4,1,45,45,131826,13,200921,152.4137878718917,89.70588235294117,28.888888888888886,730,Good
19,19,4,90,89.36474814368063,178670,159667,0,6,4,2,1,3,0,0,1,13,5,9,42,89179,11,159984,179.39649469045403,48.717948717948715,26.190476190476193,411,Poor
70,10,0,220,33.228193034073925,282202,93770,4,17,16,12,5,4,1,1,3,5,4,29,44,176053,18,103896,59.01404690632934,86.41975308641975,40.909090909090914,699,Good
75,5,0,333,28.255262913195196,380805,107597,3,18,14,8,6,5,0,0,1,5,1,43,57,123017,21,153185,124.52343984977685,92.5925925925926,36.84210526315789,795,Excellent
41,21,4,176,63.121114749257586,176327,111299,1,6,3,2,4,4,0,0,1,10,4,19,42,136796,11,213005,155.7099622795988,65.07936507936508,26.190476190476193,500,Poor
39,22,2,200,73.55660506476846,123884,91124,2,12,11,9,4,0,0,0,0,11,3,22,36,61648,10,164663,267.1019335582663,62.903225806451616,27.77777777777778,504,Poor
69,9,1,229,48.80467968411742,136210,66476,3,19,12,9,4,7,1,0,2,8,4,27,40,139322,15,132582,95.16228592756349,87.34177215189874,37.5,672,Good
43,16,3,178,68.21299203670392,272271,185724,1,13,12,8,2,2,0,0,1,12,5,27,42,141513,6,182797,129.17329149972088,71.66666666666667,14.285714285714285,525,Poor
68,14,0,264,19.920755975105237,350598,69841,2,10,8,7,3,6,1,0,2,7,2,31,50,122377,15,121182,99.02350931956168,81.92771084337349,30.0,709,Good
30,22,2,73,78.98287347303821,243029,191951,3,10,6,6,3,5,0,0,1,13,5,27,27,54038,6,260065,300.0,56.60377358490566,22.22222222222222,430,Poor
18,27,3,96,100.0,273568,273568,1,0,0,0,2,0,0,0,0,13,6,8,40,105471,9,494437,300.0,39.130434782608695,22.5,398,Poor
77,10,1,254,5.003262049384393,489646,24498,3,20,19,9,6,4,1,1,3,3,3,46,53,130676,13,47627,36.446631363065904,87.5,24.528301886792452,775,Excellent
59,18,2,249,54.70741360216876,379815,207786,2,13,8,9,5,3,0,0,1,9,3,38,51,106589,10,278352,261.1451463096567,75.64102564102564,19.607843137254903,621,Fair
67,16,2,213,49.85820360288871,362358,180665,4,9,7,4,4,5,0,0,1,6,2,43,46,154230,10,148254,96.12526745769306,79.76190476190477,21.73913043478261,670,Good
30,20,4,157,70.16773623460091,153103,107428,2,11,7,6,3,1,0,0,1,11,3,28,35,115551,6,93218,80.67260343917404,58.82352941176471,17.142857142857142,521,Poor
45,17,0,157,35.67137740611235,295177,105293,4,7,6,4,3,6,0,0,1,8,3,28,38,158651,16,191229,120.53438049555314,71.42857142857143,42.10526315789473,593,Fair
43,18,0,191,31.824569181743726,451485,143683,5,17,15,10,4,2,0,1,2,9,3,32,44,147206,9,267591,181.7799546214149,69.35483870967742,20.454545454545457,607,Fair
45,12,0,173,49.76815614586369,338493,168461,3,11,10,7,4,6,0,0,1,8,3,27,45,168495,14,290689,172.5208463159144,77.58620689655173,31.11111111111111,603,Fair
45,13,1,178,39.50699093007938,151131,59707,3,12,8,6,4,7,0,1,2,10,2,22,52,152684,13,53417,34.98532917660004,76.27118644067797,25.0,620,Fair
51,16,1,187,40.78710770496487,289215,117962,4,16,14,11,3,5,0,1,2,6,4,39,39,145178,9,98219,67.65419002879224,75.0,23.076923076923077,629,Fair
47,14,1,181,44.91261271945788,447330,200907,2,12,7,9,4,6,0,0,1,9,4,21,51,124438,15,337200,270.97831852006624,75.80645161290323,29.411764705882355,576,Fair
23,20,2,183,82.7871657033844,257483,213162,2,9,5,6,3,0,0,0,0,13,6,12,44,52675,8,333313,300.0,52.27272727272727,18.181818181818183,480,Poor
54,14,0,284,50.668455874622154,334069,169267,3,9,6,6,5,1,1,1,3,6,2,44,40,185188,12,179664,97.01708534030283,78.26086956521739,30.0,680,Good
33,21,4,184,46.48602535192183,369420,171728,4,7,5,3,2,2,0,0,1,10,3,13,43,85938,10,176781,205.70760315576345,60.0,23.25581395348837,505,Poor
52,14,2,228,64.36606155015254,97932,63034,1,13,9,9,4,2,0,0,1,10,4,37,39,131009,12,83271,63.56128204932485,77.61194029850746,30.76923076923077,589,Fair
32,17,2,140,76.1009066628556,224387,170760,3,7,5,4,4,5,0,0,1,13,5,26,47,111887,10,210724,188.336446593438,64.0,21.27659574468085,485,Poor
49,18,2,210,52.508890137491605,436017,228947,4,9,5,6,2,6,0,0,1,9,5,28,43,91770,13,344387,300.0,72.05882352941177,30.23255813953488,574,Fair
73,9,0,199,17.810080743493316,389404,69353,2,17,11,9,3,6,0,1,2,5,2,34,46,128336,12,113891,88.74438972696672,87.95180722891565,26.08695652173913,693,Good
40,21,5,160,73.5809427687829,59899,44074,2,13,10,8,2,3,0,0,1,12,5,17,40,111127,9,42615,38.348016233678585,64.51612903225806,22.5,499,Poor
18,21,3,66,74.0347652199488,171028,126620,2,3,2,1,2,2,0,0,1,15,5,12,30,103586,3,250910,242.2238526441797,45.0,10.0,399,Poor
27,25,3,113,83.98707859840214,379909,319074,0,3,2,1,2,2,0,0,1,13,4,23,36,119481,7,365644,300.0,50.943396226415096,19.444444444444446,408,Poor
63,12,0,226,34.537365445781504,454183,156862,5,15,11,7,4,5,0,1,2,9,3,38,37,158152,9,304222,192.36051393596034,82.89473684210526,24.324324324324326,626,Fair
59,8,1,227,45.61410199904012,317150,144665,4,12,8,7,5,6,1,1,3,4,3,46,57,132680,17,121075,91.25339161893277,86.76470588235294,29.82456140350877,717,Good
24,22,5,109,74.63184557083802,36361,27136,3,8,7,5,1,1,0,0,1,12,5,21,30,90950,11,24485,26.921385376580538,51.06382978723404,36.666666666666664,416,Poor
64,12,0,238,39.801346296487424,446823,177841,3,16,13,8,4,5,0,0,1,7,3,29,55,94343,15,264337,280.1871892986231,83.11688311688312,27.27272727272727,706,Good
28,21,3,162,66.07444330122142,330906,218644,3,12,8,8,2,2,0,0,1,10,3,19,46,78529,10,363193,300.0,56.00000000000001,21.73913043478261,502,Poor
40,18,1,191,68.40675777120057,303571,207663,4,10,9,7,3,3,0,0,1,7,3,24,42,138122,8,377092,273.0137125150229,67.79661016949152,19.047619047619047,589,Fair
96,8,1,356,1.949445008074978,515424,10047,4,14,9,10,6,2,1,1,3,1,2,51,53,122534,14,13602,11.100592488615405,91.42857142857143,26.41509433962264,823,Excellent
36,20,5,151,86.37882055150239,355931,307448,3,13,9,5,2,2,0,0,1,12,5,22,31,101822,10,268665,263.85751605743354,63.1578947368421,32.25806451612903,491,Poor
42,14,0,211,58.426905598825705,131037,76560,3,10,6,4,5,1,0,0,1,9,3,20,49,154381,16,91748,59.42959301986643,73.68421052631578,32.6530612244898,610,Fair
12,19,3,153,86.87530922657209,30000,26062,3,6,5,3,1,1,0,0,1,14,5,12,42,130853,8,51542,39.389238305579546,37.5,19.047619047619047,427,Poor
25,20,3,105,91.95669697262576,59982,55157,3,11,8,4,1,4,0,0,1,11,6,23,37,85603,8,104548,122.13123371844445,54.347826086956516,21.62162162162162,430,Poor
30,23,2,182,74.40040710952806,102949,76594,2,3,2,1,4,3,0,0,1,10,6,21,36,59229,7,87860,148.339495855071,55.55555555555556,19.444444444444446,490,Poor
7,23,4,145,66.74018219273282,259747,173355,2,4,2,3,1,5,0,0,1,12,5,10,39,70956,11,327775,300.0,22.58064516129032,28.205128205128204,406,Poor
62,14,1,213,54.10363140078581,429765,232518,5,15,10,7,4,5,0,0,1,9,2,29,41,120092,14,384413,300.0,80.51948051948052,34.146341463414636,623,Fair
53,13,0,235,48.17543975729598,373908,180131,1,11,8,5,2,4,0,0,1,9,3,23,45,168180,12,220766,131.26768938042574,79.1044776119403,26.666666666666668,596,Fair
41,17,1,214,50.97356653548989,362793,184928,3,10,6,6,5,5,0,1,2,8,3,27,51,75075,7,364061,300.0,69.49152542372882,13.725490196078432,607,Fair
39,21,5,130,62.33327317970756,238496,148662,4,12,10,9,4,2,0,0,1,10,5,27,36,61955,14,207468,300.0,63.934426229508205,38.88888888888889,504,Poor
41,17,2,141,52.34432305101305,219908,115109,4,9,6,3,2,1,0,0,1,9,4,16,45,66212,9,202270,300.0,69.49152542372882,20.0,507,Poor
45,18,0,235,47.891566629558206,504237,241486,3,10,8,7,4,5,0,1,2,10,3,33,44,158595,13,335918,211.80869510388095,70.3125,29.545454545454547,609,Fair
98,3,1,273,0.0,448276,0,4,16,15,10,6,7,1,1,3,1,2,48,47,179359,15,0,0.0,96.07843137254902,31.914893617021278,829,Excellent
6,26,5,97,69.64825746382395,331993,231227,0,1,0,0,3,1,0,0,1,13,7,8,35,107462,3,370581,300.0,18.181818181818183,8.571428571428571,375,Poor
65,10,1,255,34.49499016009458,367163,126652,3,18,16,8,3,4,1,1,3,4,2,27,43,189093,10,185686,98.19824107714193,85.52631578947368,23.25581395348837,701,Good
48,15,1,150,39.71239298611054,149240,59266,1,13,11,8,3,4,0,0,1,7,4,19,40,85586,15,96967,113.29773561096441,75.0,37.5,585,Fair
48,16,0,197,55.44573671046892,442927,245584,2,10,6,4,2,3,0,0,1,7,5,26,37,149837,13,209162,139.59302441986958,73.84615384615385,35.13513513513514,597,Fair
38,18,1,216,40.13760154068234,141600,56834,3,8,7,4,3,6,0,0,1,8,5,37,35,88715,15,47282,53.296511300231074,66.66666666666666,42.857142857142854,585,Fair
6,27,4,59,96.20921763660797,378912,364548,2,9,5,5,1,5,0,0,1,13,5,22,39,88918,5,411601,300.0,17.647058823529413,12.82051282051282,396,Poor
25,21,4,62,65.5172084046356,240456,157540,1,8,6,5,2,2,0,0,1,12,4,12,45,97365,9,192748,197.9643609099779,53.191489361702125,20.0,422,Poor
52,13,0,225,52.42514184875799,467715,245200,4,9,5,4,3,4,0,0,1,9,4,36,46,76978,14,350257,300.0,78.78787878787878,30.434782608695656,572,Fair
32,16,5,181,62.296370303882355,93214,58068,4,6,5,2,2,6,0,0,1,12,3,32,31,123869,10,49199,39.718573654425235,65.3061224489796,32.25806451612903,518,Poor
74,6,1,261,23.138543553284975,452294,104654,4,17,12,13,6,4,0,0,1,5,3,36,60,177377,19,125445,70.72224696550286,91.35802469135803,31.666666666666664,790,Excellent
50,18,1,187,44.92427221532566,309571,139072,4,15,13,6,4,0,0,1,1,10,3,24,54,139852,13,163111,116.63115293310071,72.46376811594203,24.074074074074073,607,Fair
16,26,2,98,88.43949045339902,84748,74950,0,5,3,2,1,2,0,0,1,13,5,14,28,128152,7,117572,91.74417878768962,37.2093023255814,25.0,407,Poor
66,8,2,265,44.15921945939367,345048,152370,5,16,10,9,5,1,0,1,2,6,2,41,49,156631,14,253349,161.74895135701107,88.0,28.57142857142857,699,Good
23,18,2,164,53.08151741310435,63568,33742,1,12,10,9,3,4,0,0,1,12,6,13,47,103205,10,62216,60.283900973790026,54.761904761904766,21.27659574468085,491,Poor
51,13,0,230,34.93548731746576,223255,77995,2,11,6,4,4,2,0,0,1,9,5,26,53,122052,8,67287,55.129780749188875,78.46153846153847,15.09433962264151,588,Fair
52,13,0,184,57.0984764918391,479824,273972,2,9,6,6,3,4,0,0,1,7,3,37,48,151152,13,293500,194.1753995977559,78.78787878787878,27.083333333333332,600,Fair
89,11,0,322,32.63332317750817,235972,77005,3,23,16,13,5,3,0,0,1,2,1,33,55,204744,17,88602,43.27452819130231,88.11881188118812,30.909090909090907,789,Excellent
68,11,1,279,29.85708198901621,225615,67362,3,12,11,8,5,1,0,1,2,6,3,31,42,130394,18,60926,46.72454254030093,85.0,42.857142857142854,716,Good
52,19,1,239,57.30126488960434,223037,127803,2,7,4,5,4,3,0,0,1,10,3,36,49,158613,8,240350,151.53234602460074,72.22222222222221,16.3265306122449,588,Fair
42,16,1,168,46.75730460176889,267171,124921,1,15,13,7,4,2,0,0,1,10,4,36,45,116315,10,200194,172.11365688002408,71.1864406779661,22.22222222222222,571,Fair
90,6,1,264,30.14722924574717,433671,130739,5,13,9,8,4,7,1,1,3,4,2,38,51,184837,17,196620,106.37480591007211,92.78350515463917,33.33333333333333,809,Excellent
29,18,5,106,76.19341395759932,264299,201378,1,11,6,6,2,0,0,0,0,9,5,21,38,80284,12,294651,300.0,60.416666666666664,31.57894736842105,508,Poor
12,24,3,140,87.48728575911485,148204,129659,3,1,0,0,2,0,0,0,0,13,5,7,30,71754,11,127844,178.16985812637623,32.432432432432435,36.666666666666664,396,Poor
